k_index,band_index,k_distance,energy_eV,weight
5,5,0.30373983,3.523605,1.06969623e-01
6,5,0.36448784,3.928399,9.90282050e-02
7,5,0.42523585,3.766002,7.26541023e-02
8,5,0.48598386,3.391923,8.45970028e-02
9,5,0.54673188,2.987801,9.27260778e-02
10,5,0.60747989,2.587837,9.91165173e-02
11,5,0.66822790,2.207108,1.04634358e-01
12,5,0.72897591,1.854986,1.09727884e-01
13,5,0.78972392,1.536719,1.14602829e-01
14,5,0.85047193,1.252390,1.19418003e-01
15,5,0.91121971,1.003715,1.24286346e-01
16,5,0.97196773,0.790614,1.29293346e-01
17,5,1.03271574,0.612883,1.34511846e-01
18,5,1.09346375,0.469881,1.39990133e-01
19,5,1.15421176,0.360751,2.91344946e-01
20,5,1.15421176,0.360751,2.91344766e-01
21,5,1.18458576,0.378034,2.50330413e-01
22,5,1.21495976,0.429218,1.83919024e-01
23,5,1.24533376,0.512893,1.30168368e-01
24,5,1.27570776,0.625517,9.08381638e-02
25,5,1.30608176,0.764456,6.23089727e-02
26,5,1.33645576,0.926614,4.19192683e-02
27,5,1.36682976,1.109305,2.76364738e-02
28,5,1.39720381,1.309518,1.77216075e-02
29,5,1.42757781,1.525288,1.10478576e-02
30,5,1.45795159,1.754526,6.67367868e-03
31,5,1.48832560,1.995871,3.86137303e-03
32,5,1.51869960,2.247569,2.14678271e-03
33,5,1.54907361,2.508368,1.16439066e-03
34,5,1.57944761,2.777064,6.58450572e-04
35,5,1.60982162,3.050460,4.69231537e-04
36,5,1.64019563,3.325448,5.60423346e-04
37,5,1.67056963,3.593549,1.36845994e-03
38,5,1.70094364,3.828788,6.05921657e-03
39,5,1.73131764,3.942405,5.67737694e-02
40,5,1.73131764,3.942405,5.67733021e-02
41,5,1.75279515,3.977453,5.47487794e-02
42,5,1.77427297,3.993789,5.91543028e-02
43,5,1.79575048,3.995050,6.18413909e-02
44,5,1.81722830,3.987634,6.32627320e-02
45,5,1.83870581,3.974346,6.39291790e-02
46,5,1.86018364,3.957735,6.41622802e-02
47,5,1.88166114,3.939508,6.41506013e-02
48,5,1.90313897,3.920883,6.40007388e-02
49,5,1.92461647,3.902477,6.37669630e-02
50,5,1.94609430,3.884730,6.34802642e-02
51,5,1.96757180,3.868368,6.31581512e-02
52,5,1.98904963,3.853489,6.28064728e-02
53,5,2.01052713,3.839893,6.24154857e-02
54,5,2.03200496,3.828516,6.20067355e-02
55,5,2.05348246,3.819082,6.15663523e-02
56,5,2.07496029,3.811827,6.10880504e-02
57,5,2.09643779,3.806493,6.05691711e-02
58,5,2.11791562,3.803278,6.00010020e-02
59,5,2.13939312,3.802232,5.93762201e-02
